date,hospital,ed_trolleys,ward_trolleys,total_trolleys,total_color,surge,delayed,delayed_color,gt_24hrs,gt_75_24hrs
17/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
17/12/2025,Tallaght University Hospital,7.0,7.0,14.0,green,26.0,9,none,,
17/12/2025,National Rehabilitation Hospital,,,,none,,5,none,,
17/12/2025,St. Columcille's Hospital,,,,none,,6,red,,
17/12/2025,St Luke's General Hospital Kilkenny,5.0,0.0,5.0,green,15.0,11,red,,
17/12/2025,St. Michael's Hospital,,,,none,,6,red,,
17/12/2025,St. Vincent's University Hospital,9.0,0.0,9.0,green,42.0,28,red,,
17/12/2025,Tipperary University Hospital,8.0,0.0,8.0,green,18.0,11,red,3.0,
17/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,19,none,,
17/12/2025,Wexford General Hospital,1.0,4.0,5.0,green,26.0,7,none,,
17/12/2025,Bantry General Hospital,,,,none,,9,red,,
17/12/2025,Cork University Hospital,12.0,5.0,17.0,red,33.0,27,red,,
17/12/2025,Mallow General Hospital,,,,none,,5,red,,
17/12/2025,Mercy University Hospital,12.0,4.0,16.0,red,16.0,13,red,6.0,2.0
17/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
17/12/2025,UH Kerry,9.0,0.0,9.0,green,9.0,34,red,1.0,
17/12/2025,Ennis Hospital,,,,none,,4,red,,
17/12/2025,Nenagh Hospital,,,,none,,2,none,,
17/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
17/12/2025,UH Limerick,4.0,15.0,19.0,red,25.0,16,none,2.0,
17/12/2025,Galway University Hospital,25.0,13.0,38.0,red,45.0,35,red,9.0,3.0
17/12/2025,Letterkenny University Hospital,0.0,6.0,6.0,green,13.0,38,red,1.0,
17/12/2025,Mayo University Hospital,4.0,10.0,14.0,red,15.0,11,red,10.0,
17/12/2025,Portiuncula University Hospital,0.0,0.0,0.0,green,0.0,4,none,,
17/12/2025,Roscommon University Hospital,,,,none,,2,none,,
17/12/2025,Sligo University Hospital,17.0,4.0,21.0,red,23.0,28,red,1.0,
18/12/2025,National Total,130.0,41.0,171.0,none,449.0,415,red,19.0,0.0
18/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,9.0,10,none,,
18/12/2025,Cavan General Hospital,7.0,0.0,7.0,green,14.0,1,none,,
18/12/2025,Connolly Hospital,0.0,0.0,0.0,green,5.0,3,none,,
18/12/2025,Louth County Hospital,,,,none,,0,none,,
18/12/2025,Mater Misericordiae University Hospital,12.0,0.0,12.0,green,12.0,9,none,,
18/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
18/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,31.0,3,none,,
18/12/2025,Our Lady's Hospital Navan,1.0,0.0,1.0,green,10.0,1,none,,
18/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,1,none,,
18/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,0,none,,
18/12/2025,CHI at Temple Street,2.0,0.0,2.0,green,0.0,0,none,,
18/12/2025,MRH Mullingar,0.0,0.0,0.0,green,15.0,3,none,,
18/12/2025,MRH Portlaoise,2.0,0.0,2.0,green,0.0,4,none,,
18/12/2025,MRH Tullamore,0.0,0.0,0.0,green,36.0,8,red,,
18/12/2025,Naas General Hospital,9.0,0.0,9.0,green,9.0,7,none,2.0,
18/12/2025,St. James's Hospital,5.0,0.0,5.0,green,18.0,35,red,,
18/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
18/12/2025,Tallaght University Hospital,9.0,0.0,9.0,green,28.0,9,none,,
18/12/2025,National Rehabilitation Hospital,,,,none,,5,none,,
18/12/2025,St. Columcille's Hospital,,,,none,,6,red,,
18/12/2025,St Luke's General Hospital Kilkenny,3.0,0.0,3.0,green,28.0,11,red,,
18/12/2025,St. Michael's Hospital,,,,none,,6,red,,
18/12/2025,St. Vincent's University Hospital,6.0,0.0,6.0,green,42.0,25,red,,
18/12/2025,Tipperary University Hospital,9.0,0.0,9.0,green,23.0,12,red,4.0,
18/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,18,none,,
18/12/2025,Wexford General Hospital,0.0,1.0,1.0,green,26.0,7,none,,
18/12/2025,Bantry General Hospital,,,,none,,9,red,,
18/12/2025,Cork University Hospital,5.0,7.0,12.0,green,36.0,26,red,,
18/12/2025,Mallow General Hospital,,,,none,,6,red,,
18/12/2025,Mercy University Hospital,13.0,4.0,17.0,red,7.0,12,red,2.0,
18/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
18/12/2025,UH Kerry,11.0,1.0,12.0,red,9.0,33,red,,
18/12/2025,Ennis Hospital,,,,none,,4,red,,
18/12/2025,Nenagh Hospital,,,,none,,2,none,,
18/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
18/12/2025,UH Limerick,2.0,14.0,16.0,red,3.0,16,none,4.0,
18/12/2025,Galway University Hospital,6.0,4.0,10.0,green,44.0,33,red,3.0,
18/12/2025,Letterkenny University Hospital,11.0,3.0,14.0,red,10.0,41,red,3.0,
18/12/2025,Mayo University Hospital,4.0,4.0,8.0,green,12.0,7,none,,
18/12/2025,Portiuncula University Hospital,5.0,0.0,5.0,green,2.0,4,none,,
18/12/2025,Roscommon University Hospital,,,,none,,3,none,,
18/12/2025,Sligo University Hospital,8.0,3.0,11.0,red,20.0,29,red,1.0,
19/12/2025,National Total,90.0,35.0,125.0,none,370.0,399,red,13.0,0.0
19/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,8.0,9,none,,
19/12/2025,Cavan General Hospital,6.0,0.0,6.0,green,8.0,2,none,,
19/12/2025,Connolly Hospital,1.0,0.0,1.0,green,0.0,5,none,,
19/12/2025,Louth County Hospital,,,,none,,0,none,,
19/12/2025,Mater Misericordiae University Hospital,2.0,0.0,2.0,green,12.0,8,none,,
19/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
19/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,20.0,4,none,,
19/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,10.0,1,none,,
19/12/2025,CHI at Crumlin,1.0,0.0,1.0,green,0.0,1,none,,
19/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,1,none,,
19/12/2025,CHI at Temple Street,0.0,0.0,0.0,green,0.0,0,none,,
19/12/2025,MRH Mullingar,1.0,0.0,1.0,green,0.0,3,none,,
19/12/2025,MRH Portlaoise,0.0,0.0,0.0,green,0.0,4,none,,
19/12/2025,MRH Tullamore,0.0,0.0,0.0,green,36.0,8,red,,
19/12/2025,Naas General Hospital,0.0,0.0,0.0,green,6.0,9,red,,
19/12/2025,St. James's Hospital,4.0,0.0,4.0,green,8.0,33,red,,
19/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
19/12/2025,Tallaght University Hospital,6.0,0.0,6.0,green,28.0,9,none,,
19/12/2025,National Rehabilitation Hospital,,,,none,,5,none,,
19/12/2025,St. Columcille's Hospital,,,,none,,6,red,,
19/12/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,green,20.0,10,red,,
19/12/2025,St. Michael's Hospital,,,,none,,6,red,,
19/12/2025,St. Vincent's University Hospital,3.0,0.0,3.0,green,35.0,25,red,,
19/12/2025,Tipperary University Hospital,9.0,0.0,9.0,green,22.0,8,none,3.0,
19/12/2025,UH Waterford,0.0,0.0,0.0,green,5.0,19,none,,
19/12/2025,Wexford General Hospital,4.0,0.0,4.0,green,22.0,6,none,,
19/12/2025,Bantry General Hospital,,,,none,,8,red,,
19/12/2025,Cork University Hospital,8.0,5.0,13.0,green,33.0,25,red,,
19/12/2025,Mallow General Hospital,,,,none,,6,red,,
19/12/2025,Mercy University Hospital,10.0,2.0,12.0,red,7.0,10,red,2.0,
19/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
19/12/2025,UH Kerry,5.0,0.0,5.0,green,8.0,29,red,1.0,
19/12/2025,Ennis Hospital,,,,none,,3,red,,
19/12/2025,Nenagh Hospital,,,,none,,2,none,,
19/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
19/12/2025,UH Limerick,0.0,10.0,10.0,green,13.0,15,none,1.0,
19/12/2025,Galway University Hospital,8.0,3.0,11.0,green,26.0,33,red,,
19/12/2025,Letterkenny University Hospital,8.0,5.0,13.0,red,9.0,36,red,2.0,
19/12/2025,Mayo University Hospital,1.0,7.0,8.0,green,12.0,9,red,4.0,
19/12/2025,Portiuncula University Hospital,5.0,0.0,5.0,green,0.0,3,none,,
19/12/2025,Roscommon University Hospital,,,,none,,3,none,,
19/12/2025,Sligo University Hospital,8.0,3.0,11.0,red,22.0,29,red,,
20/12/2025,National Total,62.0,21.0,83.0,none,186.0,376,red,17.0,0.0
20/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,0.0,9,none,,
20/12/2025,Cavan General Hospital,0.0,0.0,0.0,green,4.0,2,none,,
20/12/2025,Connolly Hospital,0.0,0.0,0.0,green,0.0,5,none,,
20/12/2025,Louth County Hospital,,,,none,,0,none,,
20/12/2025,Mater Misericordiae University Hospital,2.0,0.0,2.0,green,0.0,8,none,,
20/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
20/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,20.0,3,none,,
20/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,4.0,1,none,,
20/12/2025,CHI at Crumlin,1.0,0.0,1.0,green,0.0,1,none,,
20/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,1,none,,
20/12/2025,CHI at Temple Street,0.0,0.0,0.0,green,0.0,0,none,,
20/12/2025,MRH Mullingar,0.0,0.0,0.0,green,0.0,3,none,,
20/12/2025,MRH Portlaoise,7.0,0.0,7.0,green,0.0,6,none,,
20/12/2025,MRH Tullamore,0.0,0.0,0.0,green,11.0,8,red,,
20/12/2025,Naas General Hospital,0.0,0.0,0.0,green,0.0,8,none,,
20/12/2025,St. James's Hospital,0.0,0.0,0.0,green,0.0,36,red,,
20/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
20/12/2025,Tallaght University Hospital,0.0,0.0,0.0,green,8.0,9,none,,
20/12/2025,National Rehabilitation Hospital,,,,none,,4,none,,
20/12/2025,St. Columcille's Hospital,,,,none,,6,red,,
20/12/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,green,9.0,10,red,,
20/12/2025,St. Michael's Hospital,,,,none,,6,red,,
20/12/2025,St. Vincent's University Hospital,0.0,0.0,0.0,green,35.0,22,red,,
20/12/2025,Tipperary University Hospital,8.0,0.0,8.0,green,8.0,7,none,5.0,
20/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,20,none,,
20/12/2025,Wexford General Hospital,2.0,0.0,2.0,green,13.0,6,none,,
20/12/2025,Bantry General Hospital,,,,none,,8,red,,
20/12/2025,Cork University Hospital,2.0,0.0,2.0,green,3.0,21,red,,
20/12/2025,Mallow General Hospital,,,,none,,5,red,,
20/12/2025,Mercy University Hospital,4.0,0.0,4.0,green,5.0,10,red,1.0,
20/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
20/12/2025,UH Kerry,16.0,0.0,16.0,red,6.0,20,red,3.0,
20/12/2025,Ennis Hospital,,,,none,,2,none,,
20/12/2025,Nenagh Hospital,,,,none,,2,none,,
20/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
20/12/2025,UH Limerick,8.0,8.0,16.0,red,7.0,15,none,1.0,
20/12/2025,Galway University Hospital,0.0,0.0,0.0,green,22.0,36,red,,
20/12/2025,Letterkenny University Hospital,7.0,5.0,12.0,red,5.0,31,red,3.0,
20/12/2025,Mayo University Hospital,1.0,7.0,8.0,green,16.0,6,none,4.0,
20/12/2025,Portiuncula University Hospital,0.0,0.0,0.0,green,0.0,4,none,,
20/12/2025,Roscommon University Hospital,,,,none,,4,none,,
20/12/2025,Sligo University Hospital,4.0,1.0,5.0,green,10.0,24,red,,
21/12/2025,National Total,80.0,33.0,113.0,none,224.0,374,red,25.0,0.0
21/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,0.0,9,none,,
21/12/2025,Cavan General Hospital,5.0,0.0,5.0,green,12.0,2,none,,
21/12/2025,Connolly Hospital,1.0,0.0,1.0,green,0.0,5,none,,
21/12/2025,Louth County Hospital,,,,none,,0,none,,
21/12/2025,Mater Misericordiae University Hospital,0.0,0.0,0.0,green,0.0,8,none,,
21/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
21/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,22.0,3,none,,
21/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,9.0,1,none,,
21/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,1,none,,
21/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,1,none,,
21/12/2025,CHI at Temple Street,4.0,0.0,4.0,amber,0.0,0,none,,
21/12/2025,MRH Mullingar,4.0,0.0,4.0,green,0.0,3,none,,
21/12/2025,MRH Portlaoise,4.0,0.0,4.0,green,0.0,6,none,,
21/12/2025,MRH Tullamore,0.0,0.0,0.0,green,12.0,8,red,,
21/12/2025,Naas General Hospital,5.0,0.0,5.0,green,0.0,8,none,,
21/12/2025,St. James's Hospital,1.0,0.0,1.0,green,0.0,36,red,,
21/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
21/12/2025,Tallaght University Hospital,0.0,0.0,0.0,green,13.0,9,none,,
21/12/2025,National Rehabilitation Hospital,,,,none,,4,none,,
21/12/2025,St. Columcille's Hospital,,,,none,,6,red,,
21/12/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,green,14.0,10,red,,
21/12/2025,St. Michael's Hospital,,,,none,,6,red,,
21/12/2025,St. Vincent's University Hospital,6.0,0.0,6.0,green,35.0,22,red,,
21/12/2025,Tipperary University Hospital,2.0,0.0,2.0,green,12.0,7,none,1.0,
21/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,20,none,,
21/12/2025,Wexford General Hospital,3.0,0.0,3.0,green,16.0,6,none,,
21/12/2025,Bantry General Hospital,,,,none,,8,red,,
21/12/2025,Cork University Hospital,3.0,0.0,3.0,green,2.0,21,red,,
21/12/2025,Mallow General Hospital,,,,none,,5,red,,
21/12/2025,Mercy University Hospital,4.0,0.0,4.0,green,6.0,10,red,,
21/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
21/12/2025,UH Kerry,15.0,0.0,15.0,red,7.0,17,red,6.0,
21/12/2025,Ennis Hospital,,,,none,,2,none,,
21/12/2025,Nenagh Hospital,,,,none,,2,none,,
21/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
21/12/2025,UH Limerick,7.0,13.0,20.0,red,7.0,15,none,7.0,
21/12/2025,Galway University Hospital,1.0,0.0,1.0,green,20.0,36,red,,
21/12/2025,Letterkenny University Hospital,7.0,7.0,14.0,red,5.0,31,red,4.0,
21/12/2025,Mayo University Hospital,2.0,12.0,14.0,red,17.0,6,none,7.0,
21/12/2025,Portiuncula University Hospital,5.0,0.0,5.0,green,0.0,4,none,,
21/12/2025,Roscommon University Hospital,,,,none,,4,none,,
21/12/2025,Sligo University Hospital,1.0,1.0,2.0,green,15.0,24,red,,
22/12/2025,National Total,103.0,50.0,153.0,none,333.0,380,red,28.0,0.0
22/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,6.0,9,none,,
22/12/2025,Cavan General Hospital,3.0,0.0,3.0,green,4.0,2,none,,
22/12/2025,Connolly Hospital,0.0,0.0,0.0,green,0.0,5,none,,
22/12/2025,Louth County Hospital,,,,none,,0,none,,
22/12/2025,Mater Misericordiae University Hospital,0.0,0.0,0.0,green,0.0,8,none,,
22/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
22/12/2025,Our Lady of Lourdes Hospital,10.0,0.0,10.0,green,28.0,3,none,,
22/12/2025,Our Lady's Hospital Navan,3.0,0.0,3.0,amber,17.0,1,none,,
22/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,1,none,,
22/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,1,none,,
22/12/2025,CHI at Temple Street,1.0,0.0,1.0,green,0.0,0,none,,
22/12/2025,MRH Mullingar,1.0,0.0,1.0,green,5.0,3,none,,
22/12/2025,MRH Portlaoise,1.0,0.0,1.0,green,0.0,6,none,,
22/12/2025,MRH Tullamore,0.0,0.0,0.0,green,17.0,8,red,,
22/12/2025,Naas General Hospital,1.0,0.0,1.0,green,4.0,8,none,,
22/12/2025,St. James's Hospital,0.0,0.0,0.0,green,0.0,36,red,,
22/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
22/12/2025,Tallaght University Hospital,0.0,0.0,0.0,green,22.0,9,none,,
22/12/2025,National Rehabilitation Hospital,,,,none,,4,none,,
22/12/2025,St. Columcille's Hospital,,,,none,,6,red,,
22/12/2025,St Luke's General Hospital Kilkenny,2.0,0.0,2.0,green,20.0,10,red,,
22/12/2025,St. Michael's Hospital,,,,none,,6,red,,
22/12/2025,St. Vincent's University Hospital,15.0,0.0,15.0,amber,35.0,22,red,,
22/12/2025,Tipperary University Hospital,8.0,0.0,8.0,green,20.0,7,none,1.0,
22/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,20,none,,
22/12/2025,Wexford General Hospital,8.0,5.0,13.0,red,27.0,6,none,,
22/12/2025,Bantry General Hospital,,,,none,,8,red,,
22/12/2025,Cork University Hospital,5.0,3.0,8.0,green,22.0,21,red,,
22/12/2025,Mallow General Hospital,,,,none,,5,red,,
22/12/2025,Mercy University Hospital,6.0,0.0,6.0,green,7.0,10,red,,
22/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
22/12/2025,UH Kerry,9.0,0.0,9.0,green,7.0,23,red,2.0,
22/12/2025,Ennis Hospital,,,,none,,2,none,,
22/12/2025,Nenagh Hospital,,,,none,,2,none,,
22/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
22/12/2025,UH Limerick,9.0,19.0,28.0,red,16.0,15,none,10.0,
22/12/2025,Galway University Hospital,5.0,6.0,11.0,green,21.0,36,red,,
22/12/2025,Letterkenny University Hospital,1.0,7.0,8.0,green,15.0,31,red,4.0,
22/12/2025,Mayo University Hospital,3.0,9.0,12.0,red,18.0,6,none,8.0,
22/12/2025,Portiuncula University Hospital,4.0,0.0,4.0,green,2.0,4,none,3.0,
22/12/2025,Roscommon University Hospital,,,,none,,4,none,,
22/12/2025,Sligo University Hospital,8.0,1.0,9.0,green,20.0,24,red,,
23/12/2025,National Total,61.0,25.0,86.0,none,220.0,385,red,14.0,0.0
23/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,0.0,9,none,,
23/12/2025,Cavan General Hospital,0.0,0.0,0.0,green,4.0,2,none,,
23/12/2025,Connolly Hospital,0.0,0.0,0.0,green,0.0,5,none,,
23/12/2025,Louth County Hospital,,,,none,,0,none,,
23/12/2025,Mater Misericordiae University Hospital,0.0,0.0,0.0,green,0.0,8,none,,
23/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
23/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,20.0,2,none,,
23/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,9.0,1,none,,
23/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,1,none,,
23/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,1,none,,
23/12/2025,CHI at Temple Street,0.0,0.0,0.0,green,0.0,0,none,,
23/12/2025,MRH Mullingar,0.0,0.0,0.0,green,0.0,3,none,,
23/12/2025,MRH Portlaoise,2.0,0.0,2.0,green,0.0,6,none,,
23/12/2025,MRH Tullamore,0.0,0.0,0.0,green,13.0,8,red,,
23/12/2025,Naas General Hospital,0.0,0.0,0.0,green,0.0,11,red,,
23/12/2025,St. James's Hospital,0.0,0.0,0.0,green,0.0,37,red,,
23/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
23/12/2025,Tallaght University Hospital,0.0,0.0,0.0,green,15.0,10,none,,
23/12/2025,National Rehabilitation Hospital,,,,none,,4,none,,
23/12/2025,St. Columcille's Hospital,,,,none,,6,red,,
23/12/2025,St Luke's General Hospital Kilkenny,5.0,0.0,5.0,green,13.0,9,red,,
23/12/2025,St. Michael's Hospital,,,,none,,8,red,,
23/12/2025,St. Vincent's University Hospital,0.0,0.0,0.0,green,25.0,20,none,,
23/12/2025,Tipperary University Hospital,5.0,0.0,5.0,green,11.0,9,red,2.0,
23/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,19,none,,
23/12/2025,Wexford General Hospital,10.0,1.0,11.0,red,25.0,6,none,,
23/12/2025,Bantry General Hospital,,,,none,,8,red,,
23/12/2025,Cork University Hospital,8.0,0.0,8.0,green,14.0,18,none,,
23/12/2025,Mallow General Hospital,,,,none,,5,red,,
23/12/2025,Mercy University Hospital,6.0,0.0,6.0,green,2.0,11,red,,
23/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
23/12/2025,UH Kerry,5.0,0.0,5.0,green,8.0,25,red,1.0,
23/12/2025,Ennis Hospital,,,,none,,2,none,,
23/12/2025,Nenagh Hospital,,,,none,,2,none,,
23/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
23/12/2025,UH Limerick,5.0,10.0,15.0,amber,8.0,14,none,3.0,
23/12/2025,Galway University Hospital,3.0,0.0,3.0,green,18.0,34,red,,
23/12/2025,Letterkenny University Hospital,4.0,5.0,9.0,green,0.0,30,red,2.0,
23/12/2025,Mayo University Hospital,6.0,9.0,15.0,red,17.0,8,none,6.0,
23/12/2025,Portiuncula University Hospital,0.0,0.0,0.0,green,0.0,7,none,,
23/12/2025,Roscommon University Hospital,,,,none,,4,none,,
23/12/2025,Sligo University Hospital,2.0,0.0,2.0,green,18.0,24,red,,
24/12/2025,National Total,23.0,1.0,24.0,none,96.0,375,red,3.0,0.0
24/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,0.0,9,none,,
24/12/2025,Cavan General Hospital,0.0,0.0,0.0,green,2.0,2,none,,
24/12/2025,Connolly Hospital,0.0,0.0,0.0,green,0.0,5,none,,
24/12/2025,Louth County Hospital,,,,none,,0,none,,
24/12/2025,Mater Misericordiae University Hospital,0.0,0.0,0.0,green,0.0,7,none,,
24/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
24/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,4.0,2,none,,
24/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,0.0,1,none,,
24/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,1,none,,
24/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,1,none,,
24/12/2025,CHI at Temple Street,0.0,0.0,0.0,green,0.0,0,none,,
24/12/2025,MRH Mullingar,0.0,0.0,0.0,green,0.0,3,none,,
24/12/2025,MRH Portlaoise,0.0,0.0,0.0,green,0.0,7,none,,
24/12/2025,MRH Tullamore,0.0,0.0,0.0,green,0.0,7,red,,
24/12/2025,Naas General Hospital,1.0,0.0,1.0,green,0.0,11,red,,
24/12/2025,St. James's Hospital,0.0,0.0,0.0,green,0.0,37,red,,
24/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
24/12/2025,Tallaght University Hospital,0.0,0.0,0.0,green,0.0,10,none,,
24/12/2025,National Rehabilitation Hospital,,,,none,,5,none,,
24/12/2025,St. Columcille's Hospital,,,,none,,6,red,,
24/12/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,green,2.0,9,red,,
24/12/2025,St. Michael's Hospital,,,,none,,7,red,,
24/12/2025,St. Vincent's University Hospital,0.0,0.0,0.0,green,20.0,16,none,,
24/12/2025,Tipperary University Hospital,3.0,0.0,3.0,green,6.0,6,none,1.0,
24/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,16,none,,
24/12/2025,Wexford General Hospital,3.0,0.0,3.0,green,23.0,7,none,,
24/12/2025,Bantry General Hospital,,,,none,,9,red,,
24/12/2025,Cork University Hospital,0.0,0.0,0.0,green,4.0,16,none,,
24/12/2025,Mallow General Hospital,,,,none,,5,red,,
24/12/2025,Mercy University Hospital,6.0,0.0,6.0,green,0.0,12,red,,
24/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
24/12/2025,UH Kerry,9.0,0.0,9.0,green,0.0,22,red,1.0,
24/12/2025,Ennis Hospital,,,,none,,2,none,,
24/12/2025,Nenagh Hospital,,,,none,,2,none,,
24/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
24/12/2025,UH Limerick,0.0,0.0,0.0,green,7.0,13,none,,
24/12/2025,Galway University Hospital,0.0,0.0,0.0,green,12.0,41,red,,
24/12/2025,Letterkenny University Hospital,0.0,1.0,1.0,green,4.0,33,red,1.0,
24/12/2025,Mayo University Hospital,0.0,0.0,0.0,green,4.0,8,none,,
24/12/2025,Portiuncula University Hospital,0.0,0.0,0.0,green,0.0,5,none,,
24/12/2025,Roscommon University Hospital,,,,none,,4,none,,
24/12/2025,Sligo University Hospital,1.0,0.0,1.0,green,8.0,20,red,,
25/12/2025,National Total,15.0,0.0,15.0,none,54.0,361,red,2.0,0.0
25/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,0.0,10,none,,
25/12/2025,Cavan General Hospital,0.0,0.0,0.0,green,0.0,2,none,,
25/12/2025,Connolly Hospital,0.0,0.0,0.0,green,0.0,5,none,,
25/12/2025,Louth County Hospital,,,,none,,0,none,,
25/12/2025,Mater Misericordiae University Hospital,0.0,0.0,0.0,green,0.0,8,none,,
25/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
25/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,0.0,2,none,,
25/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,0.0,1,none,,
25/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,1,none,,
25/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,1,none,,
25/12/2025,CHI at Temple Street,0.0,0.0,0.0,green,0.0,0,none,,
25/12/2025,MRH Mullingar,0.0,0.0,0.0,green,0.0,3,none,,
25/12/2025,MRH Portlaoise,1.0,0.0,1.0,green,0.0,5,none,,
25/12/2025,MRH Tullamore,0.0,0.0,0.0,green,0.0,7,red,,
25/12/2025,Naas General Hospital,0.0,0.0,0.0,green,0.0,9,red,,
25/12/2025,St. James's Hospital,0.0,0.0,0.0,green,0.0,37,red,,
25/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
25/12/2025,Tallaght University Hospital,0.0,0.0,0.0,green,0.0,10,none,,
25/12/2025,National Rehabilitation Hospital,,,,none,,5,none,,
25/12/2025,St. Columcille's Hospital,,,,none,,6,red,,
25/12/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,green,0.0,10,red,,
25/12/2025,St. Michael's Hospital,,,,none,,7,red,,
25/12/2025,St. Vincent's University Hospital,0.0,0.0,0.0,green,20.0,16,none,,
25/12/2025,Tipperary University Hospital,0.0,0.0,0.0,green,0.0,8,none,,
25/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,13,none,,
25/12/2025,Wexford General Hospital,3.0,0.0,3.0,green,13.0,7,none,,
25/12/2025,Bantry General Hospital,,,,none,,9,red,,
25/12/2025,Cork University Hospital,0.0,0.0,0.0,green,0.0,16,none,,
25/12/2025,Mallow General Hospital,,,,none,,6,red,,
25/12/2025,Mercy University Hospital,0.0,0.0,0.0,green,0.0,13,red,,
25/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
