Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
25/03/2023,HSE Dublin and Midlands Total,107,0,107,52,199,8,0,
25/03/2023,Wexford General Hospital,1,,1,0,2,1,,HSE Dublin & South East
25/03/2023,Cork University Hospital,25,3,28,25,64,,,HSE South West
25/03/2023,Mercy University Hospital,11,,11,6,26,1,,HSE South West
25/03/2023,UH Kerry,5,0,5,13,18,,,HSE South West
25/03/2023,UH Limerick,16,14,30,30,12,3,,HSE Mid West
25/03/2023,Galway University Hospital,14,7,21,22,32,6,,HSE West & North West
25/03/2023,Letterkenny University Hospital,6,7,13,8,22,3,,HSE West & North West
25/03/2023,HSE Dublin and South East Total,78,31,109,146,206,14,0,
25/03/2023,Portiuncula University Hospital,8,0,8,5,6,,,HSE West & North West
25/03/2023,Sligo University Hospital,3,6,9,4,9,4,,HSE West & North West
25/03/2023,National Total,246,50,296,251,558,36,Unnamed: 20_level_1,
26/03/2023,Cavan General Hospital,10,2,12,9,2,,,HSE Dublin & North East
26/03/2023,Connolly Hospital,1,0,1,23,10,,,HSE Dublin & North East
26/03/2023,Mater Misericordiae University Hospital,27,,27,0,59,5,,HSE Dublin & North East
26/03/2023,Our Lady of Lourdes Hospital,10,1,11,15,30,,,HSE Dublin & North East
26/03/2023,Our Lady's Hospital Navan,3,0,3,0,3,,,HSE Dublin & North East
26/03/2023,CHI at Crumlin,4,,4,,2,,,HSE Dublin & Midlands
26/03/2023,CHI at Tallaght,0,,0,,0,,,HSE Dublin & Midlands
26/03/2023,HSE Dublin and North East Total,55,3,58,73,126,5,0,
26/03/2023,MRH Mullingar,9,2,11,0,0,,,HSE Dublin & Midlands
26/03/2023,MRH Portlaoise,7,0,7,0,5,2,,HSE Dublin & Midlands
26/03/2023,MRH Tullamore,0,0,0,5,5,,,HSE Dublin & Midlands
26/03/2023,Naas General Hospital,3,0,3,0,9,,,HSE Dublin & Midlands
26/03/2023,St. James's Hospital,33,,33,0,71,2,,HSE Dublin & Midlands
26/03/2023,Tallaght University Hospital,30,0,30,6,44,10,,HSE Dublin & Midlands
26/03/2023,St Luke's General Hospital Kilkenny,1,3,4,28,9,,,
26/03/2023,St. Vincent's University Hospital,24,0,24,22,46,6,,HSE Dublin & South East
26/03/2023,Tipperary University Hospital,6,,6,13,6,2,,HSE Dublin & South East
26/03/2023,HSE Dublin and Midlands Total,123,5,128,74,198,26,0,
26/03/2023,Wexford General Hospital,2,0,2,0,2,,,HSE Dublin & South East
26/03/2023,Cork University Hospital,29,5,34,21,64,9,,HSE South West
26/03/2023,Mercy University Hospital,13,,13,7,26,1,,HSE South West
26/03/2023,UH Kerry,6,0,6,12,18,,,HSE South West
26/03/2023,UH Limerick,10,17,27,41,11,2,,HSE Mid West
26/03/2023,Galway University Hospital,17,9,26,18,32,11,,HSE West & North West
26/03/2023,Letterkenny University Hospital,7,8,15,17,22,6,,HSE West & North West
26/03/2023,HSE Dublin and South East Total,84,39,123,159,205,29,0,
26/03/2023,Portiuncula University Hospital,7,5,12,5,6,3,,HSE West & North West
26/03/2023,Sligo University Hospital,15,,15,9,9,6,,HSE West & North West
26/03/2023,National Total,304,65,369,334,556,82,Unnamed: 20_level_1,
27/03/2023,Cavan General Hospital,10,,10,4,2,2,,HSE Dublin & North East
27/03/2023,Connolly Hospital,3,,3,29,10,,,HSE Dublin & North East
27/03/2023,Mater Misericordiae University Hospital,30,,30,0,59,6,,HSE Dublin & North East
27/03/2023,Our Lady of Lourdes Hospital,17,1,18,18,30,,,HSE Dublin & North East
27/03/2023,Our Lady's Hospital Navan,1,0,1,9,3,,,HSE Dublin & North East
27/03/2023,CHI at Crumlin,14,,14,,2,,,HSE Dublin & Midlands
27/03/2023,CHI at Tallaght,1,,1,,0,,,HSE Dublin & Midlands
27/03/2023,HSE Dublin and North East Total,81,1,82,60,126,8,0,
27/03/2023,MRH Mullingar,17,5,22,6,0,3,,HSE Dublin & Midlands
27/03/2023,MRH Portlaoise,3,0,3,0,5,1,,HSE Dublin & Midlands
27/03/2023,MRH Tullamore,0,0,0,12,5,,,HSE Dublin & Midlands
27/03/2023,Naas General Hospital,5,0,5,0,9,,,HSE Dublin & Midlands
27/03/2023,St. James's Hospital,53,0,53,0,71,25,,HSE Dublin & Midlands
27/03/2023,Tallaght University Hospital,49,,49,6,44,18,,HSE Dublin & Midlands
27/03/2023,St Luke's General Hospital Kilkenny,11,5,16,23,9,7,,
27/03/2023,St. Vincent's University Hospital,42,,42,22,46,15,,HSE Dublin & South East
27/03/2023,Tipperary University Hospital,8,,8,15,6,2,,HSE Dublin & South East
27/03/2023,HSE Dublin and Midlands Total,198,10,208,84,198,76,0,
27/03/2023,Wexford General Hospital,-1,3,2,0,2,1,,HSE Dublin & South East
27/03/2023,Cork University Hospital,35,12,47,23,64,16,,HSE South West
27/03/2023,Mercy University Hospital,20,0,20,6,26,8,,HSE South West
27/03/2023,UH Kerry,9,0,9,11,18,1,,HSE South West
27/03/2023,UH Limerick,19,28,47,62,11,3,,HSE Mid West
27/03/2023,Galway University Hospital,23,13,36,18,32,13,,HSE West & North West
27/03/2023,Letterkenny University Hospital,19,,19,20,22,7,,HSE West & North West
27/03/2023,HSE Dublin and South East Total,124,56,180,140,205,49,0,
27/03/2023,Portiuncula University Hospital,12,0,12,10,6,6,,HSE West & North West
27/03/2023,Sligo University Hospital,17,14,31,12,9,9,,HSE West & North West
27/03/2023,National Total,448,93,541,323,556,168,Unnamed: 20_level_1,
28/03/2023,Cavan General Hospital,10,,10,5,2,,,HSE Dublin & North East
28/03/2023,Connolly Hospital,3,0,3,34,12,,,HSE Dublin & North East
28/03/2023,Mater Misericordiae University Hospital,30,,30,0,59,6,,HSE Dublin & North East
28/03/2023,Our Lady of Lourdes Hospital,14,3,17,16,30,,,HSE Dublin & North East
28/03/2023,Our Lady's Hospital Navan,0,0,0,7,2,,,HSE Dublin & North East
28/03/2023,CHI at Crumlin,11,,11,,2,,,HSE Dublin & Midlands
28/03/2023,CHI at Tallaght,0,,0,,0,,,HSE Dublin & Midlands
28/03/2023,HSE Dublin and North East Total,80,3,83,62,134,6,0,
28/03/2023,MRH Mullingar,12,0,12,6,0,2,,HSE Dublin & Midlands
28/03/2023,MRH Portlaoise,2,0,2,0,4,,,HSE Dublin & Midlands
28/03/2023,MRH Tullamore,2,0,2,14,6,,,HSE Dublin & Midlands
28/03/2023,Naas General Hospital,6,1,7,0,9,,,HSE Dublin & Midlands
28/03/2023,St. James's Hospital,21,0,21,15,68,2,,HSE Dublin & Midlands
28/03/2023,Tallaght University Hospital,43,0,43,16,44,23,,HSE Dublin & Midlands
28/03/2023,St Luke's General Hospital Kilkenny,18,6,24,18,10,7,,
28/03/2023,St. Vincent's University Hospital,40,0,40,10,44,7,,HSE Dublin & South East
28/03/2023,Tipperary University Hospital,13,0,13,12,4,2,,HSE Dublin & South East
28/03/2023,HSE Dublin and Midlands Total,168,7,175,91,192,43,0,
28/03/2023,Wexford General Hospital,1,0,1,0,2,,,HSE Dublin & South East
28/03/2023,Cork University Hospital,43,13,56,26,69,14,,HSE South West
28/03/2023,Mercy University Hospital,17,0,17,7,22,5,,HSE South West
28/03/2023,UH Kerry,14,0,14,0,17,,,HSE South West
28/03/2023,UH Limerick,29,32,61,43,11,12,,HSE Mid West
28/03/2023,Galway University Hospital,26,12,38,22,30,7,,HSE West & North West
28/03/2023,Letterkenny University Hospital,33,,33,19,19,8,,HSE West & North West
28/03/2023,HSE Dublin and South East Total,163,57,220,117,196,46,0,
28/03/2023,Portiuncula University Hospital,5,0,5,7,5,1,,HSE West & North West
28/03/2023,Sligo University Hospital,18,14,32,12,9,10,,HSE West & North West
28/03/2023,National Total,468,81,549,310,545,118,Unnamed: 20_level_1,
29/03/2023,Cavan General Hospital,12,2,14,5,2,1,,HSE Dublin & North East
29/03/2023,Connolly Hospital,0,0,0,15,12,,,HSE Dublin & North East
29/03/2023,Mater Misericordiae University Hospital,29,,29,0,58,3,,HSE Dublin & North East
29/03/2023,Our Lady of Lourdes Hospital,9,2,11,16,30,,,HSE Dublin & North East
29/03/2023,Our Lady's Hospital Navan,0,0,0,6,2,,,HSE Dublin & North East
29/03/2023,CHI at Crumlin,6,,6,,3,,,HSE Dublin & Midlands
29/03/2023,CHI at Tallaght,0,,0,,0,,,HSE Dublin & Midlands
29/03/2023,HSE Dublin and North East Total,63,4,67,42,131,4,0,
29/03/2023,MRH Mullingar,10,0,10,0,0,,,HSE Dublin & Midlands
29/03/2023,MRH Portlaoise,0,0,0,0,5,,,HSE Dublin & Midlands
29/03/2023,MRH Tullamore,2,0,2,21,6,,,HSE Dublin & Midlands
29/03/2023,Naas General Hospital,10,,10,0,12,,,HSE Dublin & Midlands
29/03/2023,St. James's Hospital,26,0,26,17,66,2,,HSE Dublin & Midlands
29/03/2023,Tallaght University Hospital,42,0,42,16,40,16,,HSE Dublin & Midlands
29/03/2023,St Luke's General Hospital Kilkenny,14,1,15,38,9,7,,
29/03/2023,St. Vincent's University Hospital,37,1,38,39,51,11,,HSE Dublin & South East
29/03/2023,Tipperary University Hospital,12,0,12,12,12,5,,HSE Dublin & South East
29/03/2023,HSE Dublin and Midlands Total,165,2,167,143,204,42,0,
29/03/2023,Wexford General Hospital,-2,2,0,0,4,,,HSE Dublin & South East
29/03/2023,Cork University Hospital,51,7,58,23,71,17,,HSE South West
29/03/2023,Mercy University Hospital,23,,23,8,22,9,,HSE South West
29/03/2023,UH Kerry,14,0,14,0,15,3,,HSE South West
29/03/2023,UH Limerick,37,31,68,45,11,12,,HSE Mid West
29/03/2023,Galway University Hospital,14,12,26,22,27,7,,HSE West & North West
29/03/2023,Letterkenny University Hospital,10,7,17,22,25,4,,HSE West & North West
29/03/2023,HSE Dublin and South East Total,147,59,206,120,202,52,0,
29/03/2023,Portiuncula University Hospital,12,0,12,7,5,1,,HSE West & North West
29/03/2023,Sligo University Hospital,12,10,22,12,6,11,,HSE West & North West
29/03/2023,National Total,412,90,502,341,560,123,Unnamed: 20_level_1,
30/03/2023,Cavan General Hospital,11,2,13,4,2,3,,HSE Dublin & North East
30/03/2023,Connolly Hospital,0,0,0,13,14,,,HSE Dublin & North East
30/03/2023,Mater Misericordiae University Hospital,26,,26,0,57,,,HSE Dublin & North East
30/03/2023,Our Lady of Lourdes Hospital,9,,9,15,28,,,HSE Dublin & North East
30/03/2023,Our Lady's Hospital Navan,0,0,0,7,4,,,HSE Dublin & North East
30/03/2023,CHI at Crumlin,9,,9,,3,,,HSE Dublin & Midlands
30/03/2023,CHI at Tallaght,1,,1,,0,,,HSE Dublin & Midlands
30/03/2023,HSE Dublin and North East Total,56,2,58,39,135,3,0,
30/03/2023,MRH Mullingar,10,0,10,10,0,1,,HSE Dublin & Midlands
30/03/2023,MRH Portlaoise,2,0,2,0,4,,,HSE Dublin & Midlands
30/03/2023,MRH Tullamore,0,0,0,17,7,,,HSE Dublin & Midlands
30/03/2023,Naas General Hospital,0,1,1,0,12,1,,HSE Dublin & Midlands
30/03/2023,St. James's Hospital,27,0,27,17,68,2,,HSE Dublin & Midlands
30/03/2023,Tallaght University Hospital,25,,25,16,39,8,,HSE Dublin & Midlands
30/03/2023,St Luke's General Hospital Kilkenny,15,0,15,31,15,7,,
30/03/2023,St. Vincent's University Hospital,43,0,43,35,51,9,,HSE Dublin & South East
30/03/2023,Tipperary University Hospital,14,,14,11,9,6,,HSE Dublin & South East
30/03/2023,HSE Dublin and Midlands Total,146,1,147,137,208,34,0,
30/03/2023,Wexford General Hospital,0,0,0,0,4,,,HSE Dublin & South East
30/03/2023,Cork University Hospital,41,10,51,22,67,16,,HSE South West
30/03/2023,Mercy University Hospital,22,,22,8,23,6,,HSE South West
30/03/2023,UH Kerry,11,0,11,11,15,3,,HSE South West
30/03/2023,UH Limerick,37,3,40,39,14,12,,HSE Mid West
30/03/2023,Galway University Hospital,20,9,29,21,29,5,,HSE West & North West
30/03/2023,Letterkenny University Hospital,13,8,21,20,22,7,,HSE West & North West
30/03/2023,HSE Dublin and South East Total,144,30,174,121,201,49,0,
30/03/2023,Portiuncula University Hospital,4,0,4,6,5,,,HSE West & North West
30/03/2023,Sligo University Hospital,6,8,14,10,11,7,,HSE West & North West
30/03/2023,National Total,357,49,406,328,570,96,Unnamed: 20_level_1,
31/03/2023,Cavan General Hospital,5,1,6,4,2,,,HSE Dublin & North East
31/03/2023,Connolly Hospital,3,0,3,14,14,,,HSE Dublin & North East
31/03/2023,Mater Misericordiae University Hospital,12,,12,0,57,,,HSE Dublin & North East
31/03/2023,Our Lady of Lourdes Hospital,13,3,16,16,28,,,HSE Dublin & North East
31/03/2023,Our Lady's Hospital Navan,0,0,0,7,4,,,HSE Dublin & North East
31/03/2023,CHI at Crumlin,11,,11,,3,,,HSE Dublin & Midlands
31/03/2023,CHI at Tallaght,8,,8,,0,,,HSE Dublin & Midlands
31/03/2023,HSE Dublin and North East Total,52,4,56,41,130,0,0,
31/03/2023,MRH Mullingar,19,,19,10,0,1,,HSE Dublin & Midlands
31/03/2023,MRH Portlaoise,3,0,3,0,4,,,HSE Dublin & Midlands
31/03/2023,MRH Tullamore,0,0,0,4,4,,,HSE Dublin & Midlands
31/03/2023,Naas General Hospital,1,0,1,0,11,,,HSE Dublin & Midlands
31/03/2023,St. James's Hospital,36,0,36,10,63,3,,HSE Dublin & Midlands
31/03/2023,Tallaght University Hospital,12,0,12,16,42,2,,HSE Dublin & Midlands
31/03/2023,St Luke's General Hospital Kilkenny,17,1,18,29,12,5,,
31/03/2023,St. Vincent's University Hospital,25,,25,48,48,4,,HSE Dublin & South East
31/03/2023,Tipperary University Hospital,4,,4,12,9,1,,HSE Dublin & South East
31/03/2023,HSE Dublin and Midlands Total,130,1,131,129,196,18,0,
31/03/2023,Wexford General Hospital,0,0,0,0,3,,,HSE Dublin & South East
31/03/2023,Cork University Hospital,25,10,35,21,63,10,,HSE South West
31/03/2023,Mercy University Hospital,16,0,16,8,21,4,,HSE South West
31/03/2023,UH Kerry,13,0,13,13,16,2,,HSE South West
31/03/2023,UH Limerick,20,24,44,22,14,4,,HSE Mid West
31/03/2023,Galway University Hospital,19,9,28,19,29,8,,HSE West & North West
31/03/2023,Letterkenny University Hospital,12,8,20,18,21,6,,HSE West & North West
31/03/2023,HSE Dublin and South East Total,105,51,156,101,196,34,0,
31/03/2023,Portiuncula University Hospital,0,0,0,2,5,,,HSE West & North West
31/03/2023,Sligo University Hospital,5,5,10,12,11,4,,HSE West & North West
31/03/2023,National Total,300,70,370,292,548,59,Unnamed: 20_level_1,
01/04/2023,Cavan General Hospital,1,1,2,7,2,,,HSE Dublin & North East
01/04/2023,Connolly Hospital,0,0,0,12,14,,,HSE Dublin & North East
01/04/2023,Mater Misericordiae University Hospital,10,,10,0,51,,,HSE Dublin & North East
01/04/2023,Our Lady of Lourdes Hospital,7,1,8,7,28,,,HSE Dublin & North East
01/04/2023,Our Lady's Hospital Navan,0,,0,3,4,,,HSE Dublin & North East
01/04/2023,CHI at Crumlin,2,,2,,3,,,HSE Dublin & Midlands
01/04/2023,CHI at Tallaght,1,,1,,0,1,,HSE Dublin & Midlands
01/04/2023,HSE Dublin and North East Total,21,2,23,40,128,1,0,
01/04/2023,MRH Mullingar,7,0,7,0,0,,,HSE Dublin & Midlands
01/04/2023,MRH Portlaoise,2,0,2,0,6,,,HSE Dublin & Midlands
01/04/2023,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
01/04/2023,Naas General Hospital,2,0,2,0,12,,,HSE Dublin & Midlands
01/04/2023,St. James's Hospital,18,0,18,13,59,1,,HSE Dublin & Midlands
01/04/2023,Tallaght University Hospital,21,0,21,6,40,1,,HSE Dublin & Midlands
01/04/2023,St Luke's General Hospital Kilkenny,0,0,0,9,11,,,
01/04/2023,St. Vincent's University Hospital,10,,10,35,48,,,HSE Dublin & South East
01/04/2023,Tipperary University Hospital,0,,0,12,6,,,HSE Dublin & South East
01/04/2023,HSE Dublin and Midlands Total,73,0,73,75,189,6,0,
01/04/2023,Wexford General Hospital,0,,0,0,3,,,HSE Dublin & South East
01/04/2023,Cork University Hospital,32,5,37,21,60,2,,HSE South West
01/04/2023,Mercy University Hospital,16,0,16,8,21,2,,HSE South West
01/04/2023,UH Kerry,6,0,6,0,16,,,HSE South West
01/04/2023,UH Limerick,21,14,35,49,10,5,,HSE Mid West
01/04/2023,Galway University Hospital,13,6,19,23,30,3,,HSE West & North West
01/04/2023,Letterkenny University Hospital,6,4,10,8,21,4,,HSE West & North West
01/04/2023,HSE Dublin and South East Total,94,29,123,140,186,16,0,
01/04/2023,Portiuncula University Hospital,3,,3,0,5,,,HSE West & North West
01/04/2023,Sligo University Hospital,6,6,12,6,11,5,,HSE West & North West
01/04/2023,National Total,199,47,246,261,529,32,Unnamed: 20_level_1,
02/04/2023,Cavan General Hospital,5,2,7,6,2,,,HSE Dublin & North East
02/04/2023,Connolly Hospital,0,0,0,13,14,,,HSE Dublin & North East
02/04/2023,Mater Misericordiae University Hospital,22,,22,0,51,2,,HSE Dublin & North East
02/04/2023,Our Lady of Lourdes Hospital,9,1,10,14,28,,,HSE Dublin & North East
02/04/2023,Our Lady's Hospital Navan,0,,0,5,4,,,HSE Dublin & North East
02/04/2023,CHI at Crumlin,7,,7,,3,,,HSE Dublin & Midlands
02/04/2023,CHI at Tallaght,1,,1,,0,1,,HSE Dublin & Midlands
02/04/2023,HSE Dublin and North East Total,44,3,47,62,128,3,0,
02/04/2023,MRH Mullingar,10,,10,0,0,1,,HSE Dublin & Midlands
02/04/2023,MRH Portlaoise,14,,14,0,6,,,HSE Dublin & Midlands
02/04/2023,MRH Tullamore,0,,0,0,4,,,HSE Dublin & Midlands
02/04/2023,Naas General Hospital,3,0,3,0,12,,,HSE Dublin & Midlands
02/04/2023,St. James's Hospital,17,0,17,12,59,2,,HSE Dublin & Midlands
02/04/2023,Tallaght University Hospital,27,0,27,0,40,6,,HSE Dublin & Midlands
02/04/2023,St Luke's General Hospital Kilkenny,10,0,10,20,11,3,,
02/04/2023,St. Vincent's University Hospital,19,0,19,32,48,2,,HSE Dublin & South East
02/04/2023,Tipperary University Hospital,0,,0,11,6,,,HSE Dublin & South East
02/04/2023,HSE Dublin and Midlands Total,110,0,110,75,189,18,0,
02/04/2023,Wexford General Hospital,0,,0,,3,,,HSE Dublin & South East
02/04/2023,Cork University Hospital,28,7,35,30,60,5,,HSE South West
02/04/2023,Mercy University Hospital,12,0,12,7,21,4,,HSE South West
02/04/2023,UH Kerry,10,0,10,0,16,2,,HSE South West
02/04/2023,UH Limerick,29,20,49,49,10,11,,HSE Mid West
02/04/2023,Galway University Hospital,16,6,22,26,30,6,,HSE West & North West
02/04/2023,Letterkenny University Hospital,9,7,16,16,21,4,,HSE West & North West
02/04/2023,HSE Dublin and South East Total,104,40,144,157,186,32,0,
02/04/2023,Portiuncula University Hospital,8,6,14,6,5,2,,HSE West & North West
02/04/2023,Sligo University Hospital,12,,12,8,11,7,,HSE West & North West
02/04/2023,National Total,291,60,351,308,529,67,Unnamed: 20_level_1,
03/04/2023,Cavan General Hospital,9,2,11,4,2,,,HSE Dublin & North East
03/04/2023,Connolly Hospital,3,,3,25,14,,,HSE Dublin & North East
03/04/2023,Mater Misericordiae University Hospital,27,,27,0,51,7,,HSE Dublin & North East
03/04/2023,Our Lady of Lourdes Hospital,18,1,19,12,28,3,,HSE Dublin & North East
03/04/2023,Our Lady's Hospital Navan,4,,4,7,4,,,HSE Dublin & North East
03/04/2023,CHI at Crumlin,6,,6,,3,,,HSE Dublin & Midlands
03/04/2023,CHI at Tallaght,2,,2,,0,1,,HSE Dublin & Midlands
03/04/2023,HSE Dublin and North East Total,76,3,79,48,128,11,0,
03/04/2023,MRH Mullingar,13,0,13,1,0,4,,HSE Dublin & Midlands
03/04/2023,MRH Portlaoise,5,,5,10,6,1,,HSE Dublin & Midlands
03/04/2023,MRH Tullamore,0,0,0,14,4,,,HSE Dublin & Midlands
03/04/2023,Naas General Hospital,7,0,7,0,12,,,HSE Dublin & Midlands
03/04/2023,St. James's Hospital,27,0,27,14,59,7,,HSE Dublin & Midlands
03/04/2023,Tallaght University Hospital,42,0,42,8,47,21,,HSE Dublin & Midlands
03/04/2023,St Luke's General Hospital Kilkenny,16,0,16,25,11,9,,
03/04/2023,St. Vincent's University Hospital,33,,33,31,48,8,,HSE Dublin & South East
03/04/2023,Tipperary University Hospital,9,,9,12,6,,,HSE Dublin & South East
03/04/2023,HSE Dublin and Midlands Total,163,1,164,119,196,51,0,
03/04/2023,Wexford General Hospital,0,4,4,0,3,,,HSE Dublin & South East
03/04/2023,Cork University Hospital,45,15,60,27,60,13,,HSE South West
03/04/2023,Mercy University Hospital,22,0,22,7,21,9,,HSE South West
03/04/2023,UH Kerry,6,0,6,13,16,1,,HSE South West
03/04/2023,UH Limerick,31,30,61,26,10,15,,HSE Mid West
03/04/2023,Galway University Hospital,24,9,33,22,30,4,,HSE West & North West
03/04/2023,Letterkenny University Hospital,18,8,26,32,21,7,,HSE West & North West
03/04/2023,HSE Dublin and South East Total,146,66,212,127,186,49,0,
03/04/2023,Portiuncula University Hospital,8,0,8,6,5,6,,HSE West & North West
03/04/2023,Sligo University Hospital,12,10,22,12,11,8,,HSE West & North West
03/04/2023,National Total,418,91,509,323,536,135,Unnamed: 20_level_1,
04/04/2023,Cavan General Hospital,1,2,3,3,3,,,HSE Dublin & North East
04/04/2023,Connolly Hospital,1,,1,29,14,,,HSE Dublin & North East
04/04/2023,Mater Misericordiae University Hospital,32,,32,0,51,3,,HSE Dublin & North East
04/04/2023,Our Lady of Lourdes Hospital,12,3,15,16,28,,,HSE Dublin & North East
04/04/2023,Our Lady's Hospital Navan,0,0,0,6,2,,,HSE Dublin & North East
04/04/2023,CHI at Crumlin,14,,14,,3,,,HSE Dublin & Midlands
04/04/2023,CHI at Tallaght,2,,2,,2,1,,HSE Dublin & Midlands
04/04/2023,HSE Dublin and North East Total,62,5,67,54,130,4,0,
04/04/2023,MRH Mullingar,10,0,10,0,0,3,,HSE Dublin & Midlands
04/04/2023,MRH Portlaoise,1,0,1,4,7,,,HSE Dublin & Midlands
04/04/2023,MRH Tullamore,0,0,0,3,4,,,HSE Dublin & Midlands
04/04/2023,Naas General Hospital,9,2,11,2,12,1,,HSE Dublin & Midlands
04/04/2023,St. James's Hospital,17,0,17,16,56,2,,HSE Dublin & Midlands
04/04/2023,Tallaght University Hospital,31,0,31,8,46,13,,HSE Dublin & Midlands
04/04/2023,St Luke's General Hospital Kilkenny,7,,7,11,11,,,
04/04/2023,St. Vincent's University Hospital,17,0,17,40,46,,,HSE Dublin & South East
04/04/2023,Tipperary University Hospital,8,,8,12,8,2,,HSE Dublin & South East
04/04/2023,HSE Dublin and Midlands Total,107,2,109,96,193,22,0,
04/04/2023,Wexford General Hospital,0,0,0,0,3,,,HSE Dublin & South East
04/04/2023,Cork University Hospital,32,7,39,33,59,17,,HSE South West
04/04/2023,Mercy University Hospital,24,0,24,8,22,6,,HSE South West
04/04/2023,UH Kerry,25,0,25,10,12,1,,HSE South West
04/04/2023,UH Limerick,20,29,49,29,10,10,,HSE Mid West
04/04/2023,Galway University Hospital,37,12,49,22,26,15,,HSE West & North West
04/04/2023,Letterkenny University Hospital,11,9,20,19,24,4,,HSE West & North West
04/04/2023,HSE Dublin and South East Total,149,57,206,121,177,53,0,
04/04/2023,Portiuncula University Hospital,9,0,9,7,5,,,HSE West & North West
04/04/2023,Sligo University Hospital,13,13,26,12,8,7,,HSE West & North West
04/04/2023,National Total,369,77,446,301,527,97,Unnamed: 20_level_1,
05/04/2023,Cavan General Hospital,0,0,0,2,3,,,HSE Dublin & North East
05/04/2023,Connolly Hospital,3,,3,28,13,,,HSE Dublin & North East
05/04/2023,Mater Misericordiae University Hospital,28,,28,0,44,4,,HSE Dublin & North East
05/04/2023,Our Lady of Lourdes Hospital,10,1,11,14,28,,,HSE Dublin & North East
05/04/2023,Our Lady's Hospital Navan,1,0,1,6,2,,,HSE Dublin & North East
05/04/2023,CHI at Crumlin,14,,14,,3,,,HSE Dublin & Midlands
05/04/2023,CHI at Tallaght,1,,1,,2,1,,HSE Dublin & Midlands
05/04/2023,HSE Dublin and North East Total,57,1,58,50,123,5,0,
05/04/2023,MRH Mullingar,9,0,9,0,0,1,,HSE Dublin & Midlands
05/04/2023,MRH Portlaoise,0,0,0,0,8,,,HSE Dublin & Midlands
05/04/2023,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
05/04/2023,Naas General Hospital,8,2,10,2,12,,,HSE Dublin & Midlands
05/04/2023,St. James's Hospital,26,,26,17,65,4,,HSE Dublin & Midlands
05/04/2023,Tallaght University Hospital,27,0,27,8,45,3,,HSE Dublin & Midlands
05/04/2023,St Luke's General Hospital Kilkenny,9,0,9,23,13,2,,
05/04/2023,St. Vincent's University Hospital,26,0,26,20,44,1,,HSE Dublin & South East
05/04/2023,Tipperary University Hospital,3,0,3,12,9,,,HSE Dublin & South East
05/04/2023,HSE Dublin and Midlands Total,115,2,117,82,203,11,0,
05/04/2023,Wexford General Hospital,2,0,2,0,5,,,HSE Dublin & South East
05/04/2023,Cork University Hospital,32,12,44,28,67,5,,HSE South West
05/04/2023,Mercy University Hospital,17,0,17,7,26,4,,HSE South West
05/04/2023,UH Kerry,10,0,10,13,12,7,,HSE South West
05/04/2023,UH Limerick,30,31,61,18,10,9,,HSE Mid West
05/04/2023,Galway University Hospital,35,12,47,26,27,12,,HSE West & North West
05/04/2023,Letterkenny University Hospital,11,10,21,35,23,5,,HSE West & North West
05/04/2023,HSE Dublin and South East Total,137,65,202,127,186,42,0,
05/04/2023,Portiuncula University Hospital,9,0,9,6,6,,,HSE West & North West
05/04/2023,Sligo University Hospital,14,12,26,11,8,8,,HSE West & North West
05/04/2023,National Total,354,80,434,289,539,75,Unnamed: 20_level_1,
06/04/2023,Cavan General Hospital,2,2,4,1,3,,,HSE Dublin & North East
06/04/2023,Connolly Hospital,0,,0,30,13,,,HSE Dublin & North East
06/04/2023,Mater Misericordiae University Hospital,33,,33,0,44,6,,HSE Dublin & North East
06/04/2023,Our Lady of Lourdes Hospital,6,1,7,11,31,,,HSE Dublin & North East
06/04/2023,Our Lady's Hospital Navan,3,0,3,7,2,,,HSE Dublin & North East
06/04/2023,CHI at Crumlin,10,,10,,3,2,,HSE Dublin & Midlands
06/04/2023,CHI at Tallaght,4,,4,,2,1,,HSE Dublin & Midlands
06/04/2023,HSE Dublin and North East Total,58,3,61,49,122,9,0,
06/04/2023,MRH Mullingar,5,0,5,0,0,1,,HSE Dublin & Midlands
06/04/2023,MRH Portlaoise,3,0,3,0,6,,,HSE Dublin & Midlands
06/04/2023,MRH Tullamore,0,,0,0,4,,,HSE Dublin & Midlands
06/04/2023,Naas General Hospital,9,0,9,0,14,,,HSE Dublin & Midlands
06/04/2023,St. James's Hospital,23,0,23,16,61,,,HSE Dublin & Midlands
06/04/2023,Tallaght University Hospital,20,,20,2,46,1,,HSE Dublin & Midlands
06/04/2023,St Luke's General Hospital Kilkenny,8,0,8,28,11,,,
06/04/2023,St. Vincent's University Hospital,16,,16,33,42,,,HSE Dublin & South East
06/04/2023,Tipperary University Hospital,2,,2,13,7,2,,HSE Dublin & South East
06/04/2023,HSE Dublin and Midlands Total,93,0,93,92,194,4,0,
06/04/2023,Wexford General Hospital,0,0,0,5,5,,,HSE Dublin & South East
06/04/2023,Cork University Hospital,27,12,39,27,60,6,,HSE South West
06/04/2023,Mercy University Hospital,17,0,17,7,26,7,,HSE South West
06/04/2023,UH Kerry,11,0,11,8,14,1,,HSE South West
