Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
10/03/2025,MRH Mullingar,3,1,4,24,5,,
10/03/2025,MRH Portlaoise,0,0,0,15,8,,
10/03/2025,MRH Tullamore,0,0,0,16,8,,
10/03/2025,Naas General Hospital,15,0,15,14,7,3,
10/03/2025,St. James's Hospital,27,,27,11,22,1,
10/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
10/03/2025,Tallaght University Hospital,35,4,39,31,9,11,
10/03/2025,HSE Dublin and Midlands Total,88,5,93,111,64,15,0
10/03/2025,National Rehabilitation Hospital,,,,,6,,
10/03/2025,St. Columcille's Hospital,,,,,3,,
10/03/2025,St Luke's General Hospital Kilkenny,3,0,3,8,11,,
10/03/2025,St. Michael's Hospital,,,,,4,,
10/03/2025,St. Vincent's University Hospital,28,8,36,40,17,5,2
10/03/2025,Tipperary University Hospital,2,0,2,4,11,,
10/03/2025,UH Waterford,0,0,0,6,26,,
10/03/2025,Wexford General Hospital,2,4,6,23,7,1,
10/03/2025,HSE Dublin and South East Total,35,12,47,81,85,6,2
10/03/2025,Bantry General Hospital,,,,,4,,
10/03/2025,Cork University Hospital,6,0,6,17,20,,
10/03/2025,Mallow General Hospital,,,,,6,,
10/03/2025,Mercy University Hospital,2,3,5,16,22,,
10/03/2025,South Infirmary Victoria University Hospital,,,,,1,,
10/03/2025,UH Kerry,13,8,21,10,27,9,3
10/03/2025,HSE South West Total,21,11,32,43,80,9,3
10/03/2025,Ennis Hospital,,,,,10,,
10/03/2025,Nenagh Hospital,,,,,4,,
10/03/2025,St. John's Hospital Limerick,,,,,8,,
10/03/2025,UH Limerick,14,46,60,28,6,23,
10/03/2025,HSE Mid West Total,14,46,60,28,28,23,0
10/03/2025,Galway University Hospital,27,17,44,22,32,14,
10/03/2025,Letterkenny University Hospital,18,9,27,18,32,5,1
10/03/2025,Mayo University Hospital,11,15,26,12,13,10,
10/03/2025,Portiuncula University Hospital,2,0,2,0,9,,
10/03/2025,Roscommon University Hospital,,,,,9,,
10/03/2025,Sligo University Hospital,4,7,11,11,25,,
10/03/2025,HSE West and North West Total,62,48,110,63,120,29,1
10/03/2025,National Total,284,122,406,427,431,83,6
11/03/2025,Beaumont Hospital,18,0,18,35,19,,
11/03/2025,Cavan General Hospital,5,0,5,4,0,,
11/03/2025,Connolly Hospital,5,0,5,5,7,,
11/03/2025,Louth County Hospital,,,,,0,,
11/03/2025,Mater Misericordiae University Hospital,14,0,14,26,13,,
11/03/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
11/03/2025,Our Lady of Lourdes Hospital,18,0,18,28,12,,
11/03/2025,Our Lady's Hospital Navan,1,0,1,15,3,,
11/03/2025,HSE Dublin and North East Total,61,0,61,113,55,0,0
11/03/2025,CHI at Crumlin,3,0,3,0,4,,
11/03/2025,CHI at Tallaght,2,0,2,0,0,,
11/03/2025,CHI at Temple Street,4,0,4,0,1,,
11/03/2025,MRH Mullingar,1,0,1,15,5,,
11/03/2025,MRH Portlaoise,4,0,4,16,6,,
11/03/2025,MRH Tullamore,0,0,0,19,8,,
11/03/2025,Naas General Hospital,9,0,9,14,9,3,
11/03/2025,St. James's Hospital,6,0,6,18,21,,
11/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
11/03/2025,Tallaght University Hospital,27,15,42,31,9,17,
11/03/2025,HSE Dublin and Midlands Total,56,15,71,113,63,20,0
11/03/2025,National Rehabilitation Hospital,,,,,6,,
11/03/2025,St. Columcille's Hospital,,,,,3,,
11/03/2025,St Luke's General Hospital Kilkenny,0,0,0,7,9,,
11/03/2025,St. Michael's Hospital,,,,,4,,
11/03/2025,St. Vincent's University Hospital,26,6,32,40,16,3,1
11/03/2025,Tipperary University Hospital,4,0,4,9,11,1,
11/03/2025,UH Waterford,0,0,0,8,24,,
11/03/2025,Wexford General Hospital,0,3,3,25,6,,
11/03/2025,HSE Dublin and South East Total,30,9,39,89,79,4,1
11/03/2025,Bantry General Hospital,,,,,4,,
11/03/2025,Cork University Hospital,13,0,13,16,26,,
11/03/2025,Mallow General Hospital,,,,,6,,
11/03/2025,Mercy University Hospital,1,2,3,16,22,,
11/03/2025,South Infirmary Victoria University Hospital,,,,,1,,
11/03/2025,UH Kerry,10,8,18,11,22,2,
11/03/2025,HSE South West Total,24,10,34,43,81,2,0
11/03/2025,Ennis Hospital,,,,,10,,
11/03/2025,Nenagh Hospital,,,,,4,,
11/03/2025,St. John's Hospital Limerick,,,,,8,,
11/03/2025,UH Limerick,18,48,66,37,6,17,
11/03/2025,HSE Mid West Total,18,48,66,37,28,17,0
11/03/2025,Galway University Hospital,28,15,43,26,34,11,2
11/03/2025,Letterkenny University Hospital,10,9,19,22,34,3,
11/03/2025,Mayo University Hospital,7,16,23,15,12,15,
11/03/2025,Portiuncula University Hospital,2,0,2,0,9,,
11/03/2025,Roscommon University Hospital,,,,,8,,
11/03/2025,Sligo University Hospital,9,11,20,11,24,1,
11/03/2025,HSE West and North West Total,56,51,107,74,121,30,2
11/03/2025,National Total,245,133,378,469,427,73,3
12/03/2025,Beaumont Hospital,12,0,12,25,17,,
12/03/2025,Cavan General Hospital,0,0,0,4,0,,
12/03/2025,Connolly Hospital,0,0,0,10,6,,
12/03/2025,Louth County Hospital,,,,,0,,
12/03/2025,Mater Misericordiae University Hospital,5,0,5,22,14,,
12/03/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
12/03/2025,Our Lady of Lourdes Hospital,25,0,25,26,12,,
12/03/2025,Our Lady's Hospital Navan,0,0,0,11,3,,
12/03/2025,HSE Dublin and North East Total,42,0,42,98,53,0,0
12/03/2025,CHI at Crumlin,3,0,3,,4,,
12/03/2025,CHI at Tallaght,1,0,1,0,0,,
12/03/2025,CHI at Temple Street,2,0,2,1,1,,
12/03/2025,MRH Mullingar,0,0,0,14,7,,
12/03/2025,MRH Portlaoise,4,0,4,12,6,,
12/03/2025,MRH Tullamore,0,0,0,29,7,,
12/03/2025,Naas General Hospital,7,0,7,14,8,2,
12/03/2025,St. James's Hospital,4,0,4,15,21,,
12/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
12/03/2025,Tallaght University Hospital,14,16,30,31,10,18,
12/03/2025,HSE Dublin and Midlands Total,35,16,51,116,64,20,0
12/03/2025,National Rehabilitation Hospital,,,,,6,,
12/03/2025,St. Columcille's Hospital,,,,,3,,
12/03/2025,St Luke's General Hospital Kilkenny,0,0,0,7,9,,
12/03/2025,St. Michael's Hospital,,,,,4,,
12/03/2025,St. Vincent's University Hospital,22,3,25,40,21,2,
12/03/2025,Tipperary University Hospital,7,0,7,14,14,1,
12/03/2025,UH Waterford,0,0,0,2,21,,
12/03/2025,Wexford General Hospital,0,1,1,33,5,,
12/03/2025,HSE Dublin and South East Total,29,4,33,96,83,3,0
12/03/2025,Bantry General Hospital,,,,,5,,
12/03/2025,Cork University Hospital,10,3,13,16,22,,
12/03/2025,Mallow General Hospital,,,,,6,,
12/03/2025,Mercy University Hospital,2,5,7,16,20,,
12/03/2025,South Infirmary Victoria University Hospital,,,,,1,,
12/03/2025,UH Kerry,8,5,13,10,25,1,
12/03/2025,HSE South West Total,20,13,33,42,79,1,0
12/03/2025,Ennis Hospital,,,,,6,,
12/03/2025,Nenagh Hospital,,,,,3,,
12/03/2025,St. John's Hospital Limerick,,,,,8,,
12/03/2025,UH Limerick,15,47,62,36,6,21,
12/03/2025,HSE Mid West Total,15,47,62,36,23,21,0
12/03/2025,Galway University Hospital,20,12,32,22,41,7,
12/03/2025,Letterkenny University Hospital,22,8,30,22,44,2,
12/03/2025,Mayo University Hospital,8,15,23,15,14,13,
12/03/2025,Portiuncula University Hospital,0,0,0,0,8,,
12/03/2025,Roscommon University Hospital,,,,,7,,
12/03/2025,Sligo University Hospital,11,7,18,12,29,3,
12/03/2025,HSE West and North West Total,61,42,103,71,143,25,0
12/03/2025,National Total,202,122,324,459,445,70,0
13/03/2025,Beaumont Hospital,0,0,0,21,13,,
13/03/2025,Cavan General Hospital,0,0,0,0,0,,
13/03/2025,Connolly Hospital,0,0,0,0,6,,
13/03/2025,Louth County Hospital,,,,,0,,
13/03/2025,Mater Misericordiae University Hospital,8,0,8,22,14,,
13/03/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
13/03/2025,Our Lady of Lourdes Hospital,25,0,25,40,12,,
13/03/2025,Our Lady's Hospital Navan,0,0,0,0,3,,
13/03/2025,HSE Dublin and North East Total,33,0,33,83,49,0,0
13/03/2025,CHI at Crumlin,5,,5,,4,,
13/03/2025,CHI at Tallaght,3,0,3,0,0,,
13/03/2025,CHI at Temple Street,12,,12,2,1,,
13/03/2025,MRH Mullingar,1,0,1,16,6,,
13/03/2025,MRH Portlaoise,4,0,4,18,8,,
13/03/2025,MRH Tullamore,0,0,0,26,7,,
13/03/2025,Naas General Hospital,7,0,7,11,7,3,1
13/03/2025,St. James's Hospital,10,0,10,10,25,,
13/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
13/03/2025,Tallaght University Hospital,14,4,18,37,10,7,
13/03/2025,HSE Dublin and Midlands Total,56,4,60,120,68,10,1
13/03/2025,National Rehabilitation Hospital,,,,,6,,
13/03/2025,St. Columcille's Hospital,,,,,3,,
13/03/2025,St Luke's General Hospital Kilkenny,0,0,0,3,11,,
13/03/2025,St. Michael's Hospital,,,,,4,,
13/03/2025,St. Vincent's University Hospital,27,2,29,40,20,3,3
13/03/2025,Tipperary University Hospital,9,0,9,16,16,3,
13/03/2025,UH Waterford,0,0,0,5,18,,
13/03/2025,Wexford General Hospital,0,4,4,22,6,,
13/03/2025,HSE Dublin and South East Total,36,6,42,86,84,6,3
13/03/2025,Bantry General Hospital,,,,,4,,
13/03/2025,Cork University Hospital,11,3,14,16,22,,
13/03/2025,Mallow General Hospital,,,,,7,,
13/03/2025,Mercy University Hospital,6,4,10,16,18,,
13/03/2025,South Infirmary Victoria University Hospital,,,,,1,,
13/03/2025,UH Kerry,8,0,8,10,26,1,
13/03/2025,HSE South West Total,25,7,32,42,78,1,0
13/03/2025,Ennis Hospital,,,,,6,,
13/03/2025,Nenagh Hospital,,,,,2,,
13/03/2025,St. John's Hospital Limerick,,,,,10,,
13/03/2025,UH Limerick,13,37,50,35,6,15,
13/03/2025,HSE Mid West Total,13,37,50,35,24,15,0
13/03/2025,Galway University Hospital,14,9,23,22,41,3,1
13/03/2025,Letterkenny University Hospital,9,6,15,17,37,4,
13/03/2025,Mayo University Hospital,4,9,13,7,12,7,
13/03/2025,Portiuncula University Hospital,0,0,0,0,3,,
13/03/2025,Roscommon University Hospital,,,,,11,,
13/03/2025,Sligo University Hospital,6,7,13,11,32,4,
13/03/2025,HSE West and North West Total,33,31,64,57,136,18,1
13/03/2025,National Total,196,85,281,423,439,50,5
14/03/2025,Beaumont Hospital,0,0,0,18,13,,
14/03/2025,Cavan General Hospital,4,0,4,3,0,,
14/03/2025,Connolly Hospital,0,0,0,0,6,,
14/03/2025,Louth County Hospital,,,,,0,,
14/03/2025,Mater Misericordiae University Hospital,7,0,7,23,13,,
14/03/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
14/03/2025,Our Lady of Lourdes Hospital,11,0,11,31,10,,
14/03/2025,Our Lady's Hospital Navan,0,0,0,5,3,,
14/03/2025,HSE Dublin and North East Total,22,0,22,80,46,0,0
14/03/2025,CHI at Crumlin,2,,2,,4,,
14/03/2025,CHI at Tallaght,0,0,0,0,0,,
14/03/2025,CHI at Temple Street,1,,1,3,1,,
14/03/2025,MRH Mullingar,0,0,0,22,6,,
14/03/2025,MRH Portlaoise,3,0,3,12,4,,
14/03/2025,MRH Tullamore,0,0,0,23,7,,
14/03/2025,Naas General Hospital,15,0,15,14,7,2,
14/03/2025,St. James's Hospital,12,0,12,10,24,,
14/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
14/03/2025,Tallaght University Hospital,9,0,9,36,10,1,
14/03/2025,HSE Dublin and Midlands Total,42,0,42,120,63,3,0
14/03/2025,National Rehabilitation Hospital,,,,,6,,
14/03/2025,St. Columcille's Hospital,,,,,3,,
14/03/2025,St Luke's General Hospital Kilkenny,0,0,0,0,11,,
14/03/2025,St. Michael's Hospital,,,,,3,,
14/03/2025,St. Vincent's University Hospital,23,0,23,40,19,4,2
14/03/2025,Tipperary University Hospital,6,0,6,19,17,4,
14/03/2025,UH Waterford,0,0,0,3,20,,
14/03/2025,Wexford General Hospital,0,4,4,19,6,,
14/03/2025,HSE Dublin and South East Total,29,4,33,81,85,8,2
14/03/2025,Bantry General Hospital,,,,,4,,
14/03/2025,Cork University Hospital,13,0,13,17,20,,
14/03/2025,Mallow General Hospital,,,,,7,,
14/03/2025,Mercy University Hospital,1,0,1,16,19,,
14/03/2025,South Infirmary Victoria University Hospital,,,,,1,,
14/03/2025,UH Kerry,0,0,0,10,22,,
14/03/2025,HSE South West Total,14,0,14,43,73,0,0
14/03/2025,Ennis Hospital,,,,,5,,
14/03/2025,Nenagh Hospital,,,,,3,,
14/03/2025,St. John's Hospital Limerick,,,,,10,,
14/03/2025,UH Limerick,8,37,45,34,5,6,
14/03/2025,HSE Mid West Total,8,37,45,34,23,6,0
14/03/2025,Galway University Hospital,3,2,5,21,42,,
14/03/2025,Letterkenny University Hospital,8,6,14,10,30,2,
14/03/2025,Mayo University Hospital,3,9,12,9,13,4,
14/03/2025,Portiuncula University Hospital,3,0,3,0,4,,
14/03/2025,Roscommon University Hospital,,,,,11,,
14/03/2025,Sligo University Hospital,10,8,18,10,30,3,
14/03/2025,HSE West and North West Total,27,25,52,50,130,9,0
14/03/2025,National Total,142,66,208,408,420,26,2
15/03/2025,Beaumont Hospital,0,0,0,0,15,,
15/03/2025,Cavan General Hospital,1,0,1,4,0,,
15/03/2025,Connolly Hospital,0,0,0,0,6,,
15/03/2025,Louth County Hospital,,,,,0,,
15/03/2025,Mater Misericordiae University Hospital,0,0,0,0,13,,
15/03/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
15/03/2025,Our Lady of Lourdes Hospital,0,0,0,19,10,,
15/03/2025,Our Lady's Hospital Navan,0,0,0,0,3,,
15/03/2025,HSE Dublin and North East Total,1,0,1,23,48,0,0
15/03/2025,CHI at Crumlin,2,0,2,0,4,,
15/03/2025,CHI at Tallaght,0,0,0,0,0,,
15/03/2025,CHI at Temple Street,0,1,1,0,1,,
15/03/2025,MRH Mullingar,0,0,0,16,6,,
15/03/2025,MRH Portlaoise,0,0,0,9,3,,
15/03/2025,MRH Tullamore,0,0,0,11,7,,
15/03/2025,Naas General Hospital,5,0,5,6,6,2,
15/03/2025,St. James's Hospital,0,0,0,4,22,,
15/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
15/03/2025,Tallaght University Hospital,0,0,0,0,10,,
15/03/2025,HSE Dublin and Midlands Total,7,1,8,46,59,2,0
15/03/2025,National Rehabilitation Hospital,,,,,7,,
15/03/2025,St. Columcille's Hospital,,,,,3,,
15/03/2025,St Luke's General Hospital Kilkenny,0,0,0,0,11,,
15/03/2025,St. Michael's Hospital,,,,,3,,
15/03/2025,St. Vincent's University Hospital,9,0,9,40,19,,
15/03/2025,Tipperary University Hospital,3,0,3,6,17,1,
15/03/2025,UH Waterford,0,0,0,0,26,,
15/03/2025,Wexford General Hospital,3,1,4,19,6,,
15/03/2025,HSE Dublin and South East Total,15,1,16,65,92,1,0
15/03/2025,Bantry General Hospital,,,,,3,,
15/03/2025,Cork University Hospital,2,0,2,0,15,,
15/03/2025,Mallow General Hospital,,,,,7,,
15/03/2025,Mercy University Hospital,0,0,0,8,17,,
15/03/2025,South Infirmary Victoria University Hospital,,,,,0,,
15/03/2025,UH Kerry,0,0,0,10,18,,
15/03/2025,HSE South West Total,2,0,2,18,60,0,0
15/03/2025,Ennis Hospital,,,,,5,,
15/03/2025,Nenagh Hospital,,,,,3,,
15/03/2025,St. John's Hospital Limerick,,,,,8,,
15/03/2025,UH Limerick,2,19,21,6,5,5,
15/03/2025,HSE Mid West Total,2,19,21,6,21,5,0
15/03/2025,Galway University Hospital,2,6,8,22,43,,
15/03/2025,Letterkenny University Hospital,2,0,2,0,26,,
15/03/2025,Mayo University Hospital,0,2,2,11,10,2,
15/03/2025,Portiuncula University Hospital,0,0,0,0,4,,
15/03/2025,Roscommon University Hospital,,,,,9,,
15/03/2025,Sligo University Hospital,3,0,3,11,29,,
15/03/2025,HSE West and North West Total,7,8,15,44,121,2,0
15/03/2025,National Total,34,29,63,202,401,10,0
16/03/2025,Beaumont Hospital,0,0,0,0,15,,
16/03/2025,Cavan General Hospital,0,0,0,6,0,,
16/03/2025,Connolly Hospital,0,0,0,0,6,,
16/03/2025,Louth County Hospital,,,,,0,,
16/03/2025,Mater Misericordiae University Hospital,0,0,0,0,13,,
16/03/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
16/03/2025,Our Lady of Lourdes Hospital,4,0,4,24,10,,
16/03/2025,Our Lady's Hospital Navan,0,0,0,7,3,,
16/03/2025,HSE Dublin and North East Total,4,0,4,37,48,0,0
16/03/2025,CHI at Crumlin,3,0,3,0,4,,
16/03/2025,CHI at Tallaght,1,0,1,0,0,,
16/03/2025,CHI at Temple Street,0,0,0,0,1,,
16/03/2025,MRH Mullingar,0,0,0,13,6,,
16/03/2025,MRH Portlaoise,0,0,0,0,3,,
16/03/2025,MRH Tullamore,0,0,0,13,7,,
16/03/2025,Naas General Hospital,6,1,7,14,6,,
16/03/2025,St. James's Hospital,0,0,0,4,22,,
16/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
16/03/2025,Tallaght University Hospital,0,0,0,8,10,,
16/03/2025,HSE Dublin and Midlands Total,10,1,11,52,59,0,0
16/03/2025,National Rehabilitation Hospital,,,,,7,,
16/03/2025,St. Columcille's Hospital,,,,,3,,
16/03/2025,St Luke's General Hospital Kilkenny,0,0,0,0,11,,
16/03/2025,St. Michael's Hospital,,,,,3,,
16/03/2025,St. Vincent's University Hospital,4,0,4,40,19,,
16/03/2025,Tipperary University Hospital,2,0,2,6,17,,
16/03/2025,UH Waterford,0,0,0,0,26,,
16/03/2025,Wexford General Hospital,2,6,8,21,6,1,
16/03/2025,HSE Dublin and South East Total,8,6,14,67,92,1,0
16/03/2025,Bantry General Hospital,,,,,3,,
16/03/2025,Cork University Hospital,7,0,7,0,15,,
16/03/2025,Mallow General Hospital,,,,,8,,
16/03/2025,Mercy University Hospital,1,0,1,7,17,,
16/03/2025,South Infirmary Victoria University Hospital,,,,,0,,
16/03/2025,UH Kerry,0,0,0,11,17,,
16/03/2025,HSE South West Total,8,0,8,18,60,0,0
16/03/2025,Ennis Hospital,,,,,5,,
16/03/2025,Nenagh Hospital,,,,,3,,
16/03/2025,St. John's Hospital Limerick,,,,,8,,
16/03/2025,UH Limerick,0,22,22,6,5,7,
16/03/2025,HSE Mid West Total,0,22,22,6,21,7,0
16/03/2025,Galway University Hospital,6,3,9,4,43,1,
16/03/2025,Letterkenny University Hospital,3,0,3,0,26,,
16/03/2025,Mayo University Hospital,2,1,3,14,10,2,
16/03/2025,Portiuncula University Hospital,1,0,1,0,4,,
16/03/2025,Roscommon University Hospital,,,,,9,,
16/03/2025,Sligo University Hospital,5,0,5,12,29,,
16/03/2025,HSE West and North West Total,17,4,21,30,121,3,0
16/03/2025,National Total,47,33,80,210,401,11,0
17/03/2025,Beaumont Hospital,0,0,0,6,15,,
17/03/2025,Cavan General Hospital,0,0,0,5,0,,
17/03/2025,Connolly Hospital,0,0,0,0,6,,
17/03/2025,Louth County Hospital,,,,,0,,
17/03/2025,Mater Misericordiae University Hospital,0,0,0,0,13,,
17/03/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
17/03/2025,Our Lady of Lourdes Hospital,8,0,8,26,10,,
17/03/2025,Our Lady's Hospital Navan,0,0,0,10,3,,
17/03/2025,HSE Dublin and North East Total,8,0,8,47,48,0,0
17/03/2025,CHI at Crumlin,1,0,1,0,4,,
17/03/2025,CHI at Tallaght,0,0,0,0,0,,
17/03/2025,CHI at Temple Street,2,0,2,0,1,,
17/03/2025,MRH Mullingar,0,0,0,13,6,,
17/03/2025,MRH Portlaoise,8,0,8,0,3,,
17/03/2025,MRH Tullamore,0,0,0,22,7,,
17/03/2025,Naas General Hospital,9,0,9,14,6,1,
17/03/2025,St. James's Hospital,2,0,2,4,22,,
17/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
17/03/2025,Tallaght University Hospital,4,0,4,20,10,,
17/03/2025,HSE Dublin and Midlands Total,26,0,26,73,59,1,0
17/03/2025,National Rehabilitation Hospital,,,,,7,,
17/03/2025,St. Columcille's Hospital,,,,,3,,
17/03/2025,St Luke's General Hospital Kilkenny,0,0,0,0,11,,
17/03/2025,St. Michael's Hospital,,,,,3,,
17/03/2025,St. Vincent's University Hospital,9,0,9,40,19,,
17/03/2025,Tipperary University Hospital,4,0,4,11,17,1,
17/03/2025,UH Waterford,0,0,0,0,26,,
17/03/2025,Wexford General Hospital,3,3,6,33,6,1,
17/03/2025,HSE Dublin and South East Total,16,3,19,84,92,2,0
17/03/2025,Bantry General Hospital,,,,,3,,
17/03/2025,Cork University Hospital,5,2,7,4,15,,
17/03/2025,Mallow General Hospital,,,,,8,,
17/03/2025,Mercy University Hospital,6,1,7,16,17,,
17/03/2025,South Infirmary Victoria University Hospital,,,,,0,,
17/03/2025,UH Kerry,2,0,2,10,18,,
17/03/2025,HSE South West Total,13,3,16,30,61,0,0
17/03/2025,Ennis Hospital,,,,,5,,
17/03/2025,Nenagh Hospital,,,,,3,,
17/03/2025,St. John's Hospital Limerick,,,,,8,,
17/03/2025,UH Limerick,1,34,35,31,5,14,
17/03/2025,HSE Mid West Total,1,34,35,31,21,14,0
17/03/2025,Galway University Hospital,5,3,8,22,43,1,
17/03/2025,Letterkenny University Hospital,7,0,7,1,26,,
17/03/2025,Mayo University Hospital,1,3,4,18,10,1,
17/03/2025,Portiuncula University Hospital,2,0,2,0,4,,
17/03/2025,Roscommon University Hospital,,,,,9,,
17/03/2025,Sligo University Hospital,1,0,1,10,29,,
17/03/2025,HSE West and North West Total,16,6,22,51,121,2,0
17/03/2025,National Total,80,46,126,316,402,19,0
18/03/2025,Beaumont Hospital,0,0,0,19,15,,
18/03/2025,Cavan General Hospital,2,0,2,1,0,,
18/03/2025,Connolly Hospital,0,0,0,0,6,,
18/03/2025,Louth County Hospital,,,,,0,,
18/03/2025,Mater Misericordiae University Hospital,1,0,1,0,13,,
18/03/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
18/03/2025,Our Lady of Lourdes Hospital,14,0,14,28,10,,
18/03/2025,Our Lady's Hospital Navan,3,0,3,13,3,,
18/03/2025,HSE Dublin and North East Total,20,0,20,61,48,0,0
18/03/2025,CHI at Crumlin,2,,2,,4,,
18/03/2025,CHI at Tallaght,0,0,0,,0,,
18/03/2025,CHI at Temple Street,5,,5,,1,,
18/03/2025,MRH Mullingar,3,0,3,2,6,,
18/03/2025,MRH Portlaoise,0,0,0,6,3,,
18/03/2025,MRH Tullamore,0,0,0,23,7,,
18/03/2025,Naas General Hospital,12,0,12,18,6,1,
18/03/2025,St. James's Hospital,2,0,2,7,22,,
18/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
18/03/2025,Tallaght University Hospital,11,0,11,26,10,,
18/03/2025,HSE Dublin and Midlands Total,35,0,35,82,59,1,0
18/03/2025,National Rehabilitation Hospital,,,,,7,,
18/03/2025,St. Columcille's Hospital,,,,,3,,
18/03/2025,St Luke's General Hospital Kilkenny,0,0,0,0,11,,
18/03/2025,St. Michael's Hospital,,,,,3,,
18/03/2025,St. Vincent's University Hospital,14,0,14,40,19,2,1
18/03/2025,Tipperary University Hospital,6,0,6,12,17,,
18/03/2025,UH Waterford,0,0,0,2,26,,
18/03/2025,Wexford General Hospital,14,10,24,36,6,5,
18/03/2025,HSE Dublin and South East Total,34,10,44,90,92,7,1
18/03/2025,Bantry General Hospital,,,,,3,,
18/03/2025,Cork University Hospital,16,4,20,20,14,1,
18/03/2025,Mallow General Hospital,,,,,8,,
18/03/2025,Mercy University Hospital,6,1,7,16,17,1,
18/03/2025,South Infirmary Victoria University Hospital,,,,,0,,
18/03/2025,UH Kerry,12,8,20,10,18,1,1
18/03/2025,HSE South West Total,34,13,47,46,60,3,1
18/03/2025,Ennis Hospital,,,,,5,,
18/03/2025,Nenagh Hospital,,,,,3,,
18/03/2025,St. John's Hospital Limerick,,,,,8,,
18/03/2025,UH Limerick,3,36,39,8,5,23,
18/03/2025,HSE Mid West Total,3,36,39,8,21,23,0
18/03/2025,Galway University Hospital,11,1,12,22,43,2,
18/03/2025,Letterkenny University Hospital,12,4,16,16,26,,
18/03/2025,Mayo University Hospital,4,10,14,14,10,2,
18/03/2025,Portiuncula University Hospital,0,0,0,0,4,,
18/03/2025,Roscommon University Hospital,,,,,9,,
18/03/2025,Sligo University Hospital,2,1,3,13,29,,
18/03/2025,HSE West and North West Total,29,16,45,65,121,4,0
18/03/2025,National Total,155,75,230,352,401,38,2
19/03/2025,Beaumont Hospital,3,0,3,20,15,,
19/03/2025,Cavan General Hospital,2,0,2,1,0,,
19/03/2025,Connolly Hospital,2,0,2,6,6,,
19/03/2025,Louth County Hospital,,,,,0,,
19/03/2025,Mater Misericordiae University Hospital,6,0,6,11,14,,
19/03/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
19/03/2025,Our Lady of Lourdes Hospital,9,0,9,22,9,,
19/03/2025,Our Lady's Hospital Navan,0,0,0,10,3,,
19/03/2025,HSE Dublin and North East Total,22,0,22,70,48,0,0
19/03/2025,CHI at Crumlin,3,0,3,0,4,,
19/03/2025,CHI at Tallaght,0,0,0,0,0,,
19/03/2025,CHI at Temple Street,10,0,10,1,2,2,
19/03/2025,MRH Mullingar,4,0,4,11,6,,
19/03/2025,MRH Portlaoise,7,0,7,0,4,,
19/03/2025,MRH Tullamore,0,0,0,26,7,,
19/03/2025,Naas General Hospital,15,0,15,15,7,1,1
19/03/2025,St. James's Hospital,8,0,8,8,24,,
19/03/2025,St. Luke's Radiation Oncology Network,,,,,0,,
19/03/2025,Tallaght University Hospital,14,0,14,29,10,2,
19/03/2025,HSE Dublin and Midlands Total,61,0,61,90,64,5,1
19/03/2025,National Rehabilitation Hospital,,,,,7,,
19/03/2025,St. Columcille's Hospital,,,,,2,,
19/03/2025,St Luke's General Hospital Kilkenny,0,0,0,0,12,,
19/03/2025,St. Michael's Hospital,,,,,4,,
19/03/2025,St. Vincent's University Hospital,24,0,24,40,16,1,
19/03/2025,Tipperary University Hospital,2,0,2,5,15,2,
19/03/2025,UH Waterford,0,0,0,7,22,,
19/03/2025,Wexford General Hospital,3,3,6,32,6,,
19/03/2025,HSE Dublin and South East Total,29,3,32,84,84,3,0
19/03/2025,Bantry General Hospital,,,,,4,,
19/03/2025,Cork University Hospital,31,6,37,18,17,,
19/03/2025,Mallow General Hospital,,,,,6,,
19/03/2025,Mercy University Hospital,15,6,21,16,16,1,
19/03/2025,South Infirmary Victoria University Hospital,,,,,1,,
19/03/2025,UH Kerry,8,5,13,9,17,,
19/03/2025,HSE South West Total,54,17,71,43,61,1,0
19/03/2025,Ennis Hospital,,,,,6,,
19/03/2025,Nenagh Hospital,,,,,3,,
19/03/2025,St. John's Hospital Limerick,,,,,7,,
19/03/2025,UH Limerick,6,35,41,38,6,10,
19/03/2025,HSE Mid West Total,6,35,41,38,22,10,0
19/03/2025,Galway University Hospital,14,5,19,22,46,2,
19/03/2025,Letterkenny University Hospital,18,9,27,14,32,2,
19/03/2025,Mayo University Hospital,2,15,17,10,10,10,
